"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value"
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2017",8.918
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2016",8.987
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2015",9.048
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2014",8.818
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2013",8.555
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2012",8.604
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2011",8.7
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2010",9.016
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2009",9.488
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2008",9.308
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2007",9.543
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2006",11.408
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2005",15.991
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2004",18.664
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2003",20.13
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2002",20.555
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2001",21.258
"Southern Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2000",21.159
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2023",23.877
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2022",24.069
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2021",24.484
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2020",24.951
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2019",24.316
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2018",25.327
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2017",27.118
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2016",29.11
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2015",30.392
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2014",30.071
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2013",31.831
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2012",33.409
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2011",35.226
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2010",36.848
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2009",39.067
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2008",40.059
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2007",42.408
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2006",43.641
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2005",44.752
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2004",45.635
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2003",47.698
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2002",49.319
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2001",52.676
"Western Africa","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2000",54.596
