DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Latvia,2021,108.09,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Latvia,2022,112.73,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Latvia,2023,106.51,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Malta,2014,100.84,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Malta,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Malta,2016,100.21,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Malta,2017,99.64,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Malta,2018,99.29,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Malta,2019,99.49,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Malta,2020,100.88,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Malta,2021,97.60,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Malta,2022,100.70,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Malta,2023,97.37,p,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Netherlands,2014,97.91,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Netherlands,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Netherlands,2016,102.70,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Netherlands,2017,108.55,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Netherlands,2018,113.21,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Netherlands,2019,115.78,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Netherlands,2020,121.35,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Netherlands,2021,130.68,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Netherlands,2022,138.67,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Netherlands,2023,126.94,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Poland,2014,101.55,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Poland,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Poland,2016,97.44,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Poland,2017,96.18,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Poland,2018,96.66,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Poland,2019,97.93,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Poland,2020,98.34,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Poland,2021,102.25,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Poland,2022,101.96,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Poland,2023,99.56,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Portugal,2014,100.84,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Portugal,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Portugal,2016,103.51,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Portugal,2017,109.86,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Portugal,2018,115.67,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Portugal,2019,121.65,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Portugal,2020,133.01,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Portugal,2021,137.28,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Portugal,2022,143.19,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Portugal,2023,146.51,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Romania,2014,104.65,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Romania,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Romania,2016,95.82,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Romania,2017,88.02,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Romania,2018,85.26,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Romania,2019,72.87,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Romania,2020,74.58,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Romania,2021,71.56,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Romania,2022,67.06,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Romania,2023,62.68,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Sweden,2014,91.26,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Sweden,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Sweden,2016,104.08,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Sweden,2017,108.42,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Sweden,2018,104.30,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Sweden,2019,103.89,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Sweden,2020,107.92,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Sweden,2021,112.51,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Sweden,2022,110.89,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Sweden,2023,99.24,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovenia,2014,101.10,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovenia,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovenia,2016,99.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovenia,2017,102.36,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovenia,2018,105.15,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovenia,2019,106.17,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovenia,2020,106.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovenia,2021,109.42,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovenia,2022,115.40,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovenia,2023,114.58,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovakia,2014,99.84,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovakia,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovakia,2016,103.90,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovakia,2017,105.22,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovakia,2018,103.81,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovakia,2019,107.54,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovakia,2020,113.10,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovakia,2021,112.52,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovakia,2022,116.16,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Slovakia,2023,107.01,,
