DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Poland,2023,-0.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Portugal,2014,4.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Portugal,2015,2.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Portugal,2016,6.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Portugal,2017,7.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Portugal,2018,8.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Portugal,2019,9.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Portugal,2020,8.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Portugal,2021,7.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Portugal,2022,5.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Portugal,2023,3.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Romania,2014,-3.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Romania,2015,1.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Romania,2016,5.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Romania,2017,3.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Romania,2018,1.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Romania,2019,-1.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Romania,2020,2.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Romania,2021,-0.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Romania,2022,-5.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Romania,2023,-5.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Sweden,2014,8.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Sweden,2015,12.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Sweden,2016,7.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Sweden,2017,4.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Sweden,2018,-3.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Sweden,2019,0.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Sweden,2020,3.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Sweden,2021,7.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Sweden,2022,-3.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Sweden,2023,-11.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovenia,2014,-6.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovenia,2015,1.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovenia,2016,3.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovenia,2017,6.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovenia,2018,6.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovenia,2019,5.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovenia,2020,5.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovenia,2021,7.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovenia,2022,4.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovenia,2023,-0.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovakia,2014,1.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovakia,2015,5.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovakia,2016,7.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovakia,2017,4.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovakia,2018,5.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovakia,2019,6.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovakia,2020,7.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovakia,2021,3.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovakia,2022,1.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Slovakia,2023,-9.5,,
